Clave,Fecha,Casos positivos
05-086,200826,10
05-086,200827,10
05-086,200828,10
05-086,200829,9
05-086,200830,9
05-086,200831,10
05-086,200901,8
05-086,200902,6
05-086,200906,8
05-086,200907,7
05-086,200908,7
05-086,200909,7
05-086,200910,8
05-086,200911,7
05-086,200912,9
05-086,200913,8
05-086,200914,8
05-086,200915,6
05-086,201011,6
05-086,201012,8
05-086,201013,9
05-086,201014,10
05-086,201015,10
05-086,201016,10
05-086,201017,8
05-086,201018,8
05-086,201019,7
05-086,201020,7
05-086,201021,6
05-086,201029,8
05-086,201030,9
05-086,201031,9
05-086,201101,8
05-086,201102,7
05-086,201103,8
05-086,201125,8
05-086,201130,6
05-086,201201,8
05-086,201202,13
05-086,201203,17
05-086,201205,46
05-086,201206,22
05-086,201207,22
05-086,201208,26
05-086,201209,30
05-086,201210,30
05-086,201211,37
05-086,201212,37
05-086,201214,34
05-086,201215,30
05-086,201216,37
05-086,201217,45
05-086,201218,40
05-086,201219,37
05-086,201220,32
05-086,201221,26
05-086,201222,32
05-086,201223,31
05-086,201224,31
05-086,201225,32
05-086,201226,28
05-086,201227,27
05-086,201228,25
05-086,201229,28
05-086,201230,28
05-086,201231,23
05-086,210101,22
05-086,210102,22
05-086,210103,20
05-091,200629,6
05-091,200630,6
05-091,200701,6
05-091,200704,9
05-091,200705,10
05-091,200706,9
05-091,200707,10
05-091,200708,10
05-091,200709,8
05-091,200710,8
05-091,200711,7
05-091,200809,6
05-091,200810,7
05-091,200811,7
05-091,200812,6
05-091,200907,6
05-091,200908,6
05-091,200909,7
05-091,200910,7
05-091,200911,6
05-091,200912,6
05-091,200913,6
05-091,200914,6
05-091,200916,6
05-091,201006,6
05-091,201008,6
05-091,201009,6
05-091,201011,6
05-091,201012,8
05-091,201013,7
05-091,201014,7
05-091,201015,6
05-091,201016,6
05-091,201029,6
05-091,201030,6
05-091,201201,7
05-091,201202,7
05-091,201203,12
05-091,201205,34
05-091,201206,19
05-091,201207,19
05-091,201208,20
05-091,201209,24
05-091,201210,23
05-091,201211,23
05-091,201212,24
05-091,201214,19
05-091,201215,27
05-091,201216,29
05-091,201217,29
05-091,201218,25
05-091,201219,25
05-091,201220,24
05-091,201221,22
05-091,201222,21
05-091,201223,22
05-091,201224,21
05-091,201225,23
05-091,201226,16
05-091,201227,15
05-091,201228,13
05-091,201229,11
05-091,201230,15
05-091,201231,18
05-091,210101,20
05-091,210102,20
05-091,210103,18
05-093,200629,6
05-093,200630,6
05-093,200902,6
05-093,200903,7
05-093,200904,14
05-093,200905,13
05-093,200906,13
05-093,200907,13
05-093,200908,12
05-093,200909,10
05-093,200910,10
05-093,200911,10
05-093,200912,9
05-093,200913,6
05-093,201201,6
05-093,201202,6
05-093,201205,13
05-093,201208,6
05-093,201209,9
05-093,201210,9
05-093,201211,12
05-093,201212,13
05-093,201214,13
05-093,201215,12
05-093,201216,15
05-093,201217,16
05-093,201218,18
05-093,201219,17
05-093,201220,15
05-093,201221,14
05-093,201222,17
05-093,201223,16
05-093,201224,20
05-093,201225,20
05-093,201226,18
05-093,201227,16
05-093,201228,15
05-093,201229,18
05-093,201230,22
05-093,201231,20
05-093,210101,20
05-093,210102,20
05-093,210103,19
05-104,200704,6
05-104,200708,6
05-104,200709,6
05-104,200710,6
05-104,200711,6
05-104,200715,6
05-104,200723,7
05-104,200724,7
05-104,200726,6
05-104,200808,6
05-104,200809,6
05-104,200810,6
05-104,200812,6
05-104,200904,10
05-104,200905,8
05-104,200906,8
05-104,200907,9
05-104,200908,8
05-104,200914,7
05-104,200915,9
05-104,200916,9
05-104,200917,9
05-104,200918,9
05-104,200919,8
05-104,200920,7
05-104,200921,8
05-104,200922,8
05-104,200923,8
05-104,200924,6
05-104,200928,6
05-104,200929,6
05-104,200930,11
05-104,201001,10
05-104,201002,10
05-104,201003,12
05-104,201004,11
05-104,201005,10
05-104,201006,10
05-104,201007,10
05-104,201008,8
05-104,201009,7
05-104,201010,6
05-104,201011,6
05-104,201022,6
05-104,201023,7
05-104,201024,7
05-104,201025,6
05-104,201026,6
05-104,201027,6
05-104,201028,6
05-104,201029,6
05-104,201030,8
05-104,201031,12
05-104,201101,10
05-104,201102,8
05-104,201103,6
05-104,201123,6
05-104,201125,9
05-104,201203,6
05-104,201205,16
05-104,201206,8
05-104,201207,8
05-104,201208,11
05-104,201209,14
05-104,201210,14
05-104,201211,15
05-104,201212,14
05-104,201214,13
05-104,201215,14
05-104,201216,14
05-104,201217,16
05-104,201218,25
05-104,201219,27
05-104,201220,25
05-104,201221,24
05-104,201222,31
05-104,201223,30
05-104,201224,29
05-104,201225,28
05-104,201226,24
05-104,201227,23
05-104,201228,19
05-104,201229,14
05-104,201230,20
05-104,201231,21
05-104,210101,17
05-104,210102,20
05-104,210103,19
05-106,200702,7
05-106,200703,6
05-106,200704,8
05-106,200705,10
05-106,200706,10
05-106,200707,10
05-106,200708,7
05-106,200709,7
05-106,200712,6
05-106,200713,6
05-106,200716,6
05-106,200726,6
05-106,200728,6
05-106,200807,6
05-106,200808,7
05-106,200809,6
05-106,200810,6
05-106,200811,6
05-106,200930,6
05-106,201001,6
05-106,201002,6
05-106,201012,6
05-106,201015,6
05-106,201125,6
05-106,201127,7
05-106,201128,10
05-106,201129,15
05-106,201130,14
05-106,201201,13
05-106,201202,17
05-106,201203,17
05-106,201205,37
05-106,201206,18
05-106,201207,17
05-106,201208,15
05-106,201209,16
05-106,201210,16
05-106,201211,14
05-106,201212,16
05-106,201214,16
05-106,201215,18
05-106,201216,20
05-106,201217,20
05-106,201218,19
05-106,201219,21
05-106,201220,19
05-106,201221,18
05-106,201222,18
05-106,201223,19
05-106,201224,23
05-106,201225,21
05-106,201226,19
05-106,201227,17
05-106,201228,19
05-106,201229,21
05-106,201230,25
05-106,201231,26
05-106,210101,25
05-106,210102,24
05-106,210103,20
05-115,200729,6
05-115,200730,6
05-115,200731,6
05-115,201031,10
05-115,201101,6
05-115,201115,6
05-115,201116,6
05-115,201117,6
05-115,201118,6
05-115,201125,8
05-115,201203,8
05-115,201205,23
05-115,201206,11
05-115,201207,9
05-115,201208,12
05-115,201209,21
05-115,201210,22
05-115,201211,24
05-115,201212,32
05-115,201214,30
05-115,201215,31
05-115,201216,33
05-115,201217,33
05-115,201218,34
05-115,201219,30
05-115,201220,30
05-115,201221,28
05-115,201222,30
05-115,201223,31
05-115,201224,30
05-115,201225,31
05-115,201226,26
05-115,201227,22
05-115,201228,21
05-115,201229,23
05-115,201230,27
05-115,201231,30
05-115,210101,31
05-115,210102,28
05-115,210103,27
05-119,200629,9
05-119,200630,9
05-119,200701,6
05-119,200702,7
05-119,200703,6
05-119,200729,7
05-119,200911,8
05-119,200912,8
05-119,200913,8
05-119,200914,7
05-119,200915,9
05-119,200916,9
05-119,200917,8
05-119,200918,8
05-119,200919,6
05-119,200923,7
05-119,201129,6
05-119,201130,9
05-119,201201,11
05-119,201202,11
05-119,201203,14
05-119,201205,30
05-119,201206,13
05-119,201207,14
05-119,201208,13
05-119,201209,13
05-119,201210,12
05-119,201211,9
05-119,201212,9
05-119,201214,9
05-119,201215,7
05-119,201216,8
05-119,201217,7
05-119,201218,7
05-119,201219,7
05-119,201220,7
05-119,201221,10
05-119,201222,12
05-119,201223,12
05-119,201224,11
05-119,201225,12
05-119,201226,13
05-119,201227,13
05-119,201228,10
05-119,201229,11
05-119,201230,11
05-119,201231,10
05-119,210101,11
05-119,210102,10
05-119,210103,10
05-130,200629,6
05-130,200703,6
05-130,200704,6
05-130,200705,6
05-130,200724,6
05-130,200726,6
05-130,200727,7
05-130,200803,6
05-130,200820,6
05-130,200822,6
05-130,200823,6
05-130,200824,6
05-130,200828,6
05-130,200902,8
05-130,200903,8
05-130,200904,8
05-130,200905,9
05-130,200906,9
05-130,200907,7
05-130,200908,6
05-130,200909,6
05-130,200912,6
05-130,201005,6
05-130,201006,7
05-130,201008,6
05-130,201009,7
05-130,201010,7
05-130,201011,9
05-130,201012,12
05-130,201013,10
05-130,201014,8
05-130,201015,7
05-130,201016,15
05-130,201017,13
05-130,201018,10
05-130,201019,11
05-130,201020,16
05-130,201021,11
05-130,201022,10
05-130,201023,15
05-130,201024,13
05-130,201025,13
05-130,201026,12
05-130,201027,11
05-130,201028,15
05-130,201029,18
05-130,201030,20
05-130,201031,22
05-130,201101,25
05-130,201102,18
05-130,201103,19
05-130,201104,15
05-130,201105,13
05-130,201106,11
05-130,201107,8
05-130,201108,9
05-130,201109,8
05-130,201128,7
05-130,201129,7
05-130,201130,7
05-130,201201,11
05-130,201202,20
05-130,201203,23
05-130,201205,62
05-130,201206,30
05-130,201207,30
05-130,201208,36
05-130,201209,48
05-130,201210,59
05-130,201211,56
05-130,201212,54
05-130,201214,48
05-130,201215,50
05-130,201216,50
05-130,201217,56
05-130,201218,53
05-130,201219,53
05-130,201220,48
05-130,201221,45
05-130,201222,47
05-130,201223,51
05-130,201224,43
05-130,201225,41
05-130,201226,37
05-130,201227,38
05-130,201228,35
05-130,201229,36
05-130,201230,37
05-130,201231,41
05-130,210101,41
05-130,210102,39
05-130,210103,35
05-131,200708,6
05-131,200716,7
05-131,200717,8
05-131,200718,7
05-131,200719,7
05-131,200720,7
05-131,200721,7
05-131,200722,9
05-131,200723,9
05-131,200724,6
05-131,200815,9
05-131,200816,9
05-131,200817,9
05-131,200818,9
05-131,200819,8
05-131,200820,8
05-131,200821,9
05-131,200822,9
05-131,200823,9
05-131,200824,6
05-131,200831,6
05-131,200901,6
05-131,200902,6
05-131,200903,7
05-131,200904,9
05-131,200905,7
05-131,200906,7
05-131,200907,9
05-131,200908,8
05-131,200909,9
05-131,200910,8
05-131,200911,10
05-131,200912,10
05-131,200913,9
05-131,200914,7
05-131,200916,7
05-131,200917,8
05-131,200918,10
05-131,200919,10
05-131,200920,8
05-131,200921,8
05-131,200922,9
05-131,200923,8
05-131,200924,7
05-131,200925,6
05-131,201005,6
05-131,201006,7
05-131,201007,7
05-131,201008,9
05-131,201009,8
05-131,201010,8
05-131,201011,7
05-131,201013,7
05-131,201016,6
05-131,201017,10
05-131,201018,10
05-131,201019,10
05-131,201020,10
05-131,201021,11
05-131,201022,10
05-131,201023,10
05-131,201024,11
05-131,201025,9
05-131,201026,9
05-131,201027,9
05-131,201028,8
05-131,201029,9
05-131,201030,8
05-131,201031,7
05-131,201101,7
05-131,201102,7
05-131,201103,8
05-131,201104,7
05-131,201105,7
05-131,201106,6
05-131,201125,6
05-131,201126,7
05-131,201127,9
05-131,201128,11
05-131,201129,13
05-131,201130,10
05-131,201201,13
05-131,201202,12
05-131,201203,14
05-131,201205,30
05-131,201206,16
05-131,201207,15
05-131,201208,17
05-131,201209,18
05-131,201210,18
05-131,201211,17
05-131,201212,14
05-131,201214,11
05-131,201215,12
05-131,201216,10
05-131,201217,14
05-131,201218,11
05-131,201219,13
05-131,201220,14
05-131,201221,14
05-131,201222,21
05-131,201223,20
05-131,201224,27
05-131,201225,29
05-131,201226,30
05-131,201227,25
05-131,201228,24
05-131,201229,29
05-131,201230,30
05-131,201231,27
05-131,210101,31
05-131,210102,32
05-131,210103,34
05-151,200701,8
05-151,200702,7
05-151,200703,9
05-151,200704,11
05-151,200705,11
05-151,200706,13
05-151,200707,14
05-151,200708,15
05-151,200709,15
05-151,200710,16
05-151,200711,13
05-151,200712,12
05-151,200713,12
05-151,200714,9
05-151,200715,8
05-151,200716,11
05-151,200717,12
05-151,200718,9
05-151,200719,7
05-151,200720,8
05-151,200721,7
05-151,200722,7
05-151,200723,9
05-151,200724,9
05-151,200726,8
05-151,200727,8
05-151,200728,8
05-151,200729,8
05-151,200820,9
05-151,200821,9
05-151,200822,9
05-151,200823,9
05-151,200824,9
05-151,200825,9
05-151,200826,6
05-151,200827,8
05-151,200828,9
05-151,200829,8
05-151,200830,10
05-151,200831,10
05-151,200901,10
05-151,200902,10
05-151,200903,11
05-151,200904,9
05-151,200905,8
05-151,200906,8
05-151,200907,8
05-151,200908,7
05-151,200909,6
05-151,200910,6
05-151,200911,9
05-151,200912,7
05-151,200913,6
05-151,200914,6
05-151,200915,6
05-151,200916,6
05-151,201002,8
05-151,201003,7
05-151,201004,7
05-151,201005,8
05-151,201006,8
05-151,201007,8
05-151,201008,8
05-151,201009,10
05-151,201010,10
05-151,201011,7
05-151,201012,6
05-151,201013,6
05-151,201031,9
05-151,201101,10
05-151,201102,9
05-151,201103,7
05-151,201104,6
05-151,201129,10
05-151,201130,10
05-151,201201,12
05-151,201202,13
05-151,201203,19
05-151,201205,51
05-151,201206,24
05-151,201207,22
05-151,201208,29
05-151,201209,28
05-151,201210,24
05-151,201211,26
05-151,201212,25
05-151,201214,21
05-151,201215,22
05-151,201216,27
05-151,201217,26
05-151,201218,26
05-151,201219,30
05-151,201220,29
05-151,201221,25
05-151,201222,28
05-151,201223,24
05-151,201224,23
05-151,201225,24
05-151,201226,23
05-151,201227,23
05-151,201228,22
05-151,201229,24
05-151,201230,25
05-151,201231,24
05-151,210101,25
05-151,210102,25
05-151,210103,24
05-181,200629,7
05-181,200630,7
05-181,200701,7
05-181,200702,8
05-181,200703,8
05-181,200704,10
05-181,200705,10
05-181,200706,10
05-181,200707,8
05-181,200708,8
05-181,200709,7
05-181,200724,6
05-181,200730,7
05-181,200731,10
05-181,200801,8
05-181,200802,9
05-181,200803,10
05-181,200804,8
05-181,200805,8
05-181,200806,8
05-181,200807,9
05-181,200808,10
05-181,200809,10
05-181,200810,6
05-181,200811,7
05-181,200812,6
05-181,200813,6
05-181,200814,7
05-181,200815,7
05-181,200816,8
05-181,200817,7
05-181,200818,7
05-181,200819,7
05-181,200820,7
05-181,200821,6
05-181,200822,6
05-181,200823,6
05-181,200824,6
05-181,200825,6
05-181,200826,8
05-181,200827,6
05-181,200907,6
05-181,200908,6
05-181,200909,6
05-181,200910,9
05-181,200911,10
05-181,200912,9
05-181,200913,8
05-181,200914,7
05-181,200915,7
05-181,200916,8
05-181,200917,7
05-181,200918,7
05-181,200919,6
05-181,200930,6
05-181,201001,6
05-181,201002,6
05-181,201004,6
05-181,201009,6
05-181,201012,6
05-181,201014,6
05-181,201015,9
05-181,201016,9
05-181,201017,8
05-181,201018,7
05-181,201019,7
05-181,201020,9
05-181,201021,10
05-181,201022,11
05-181,201023,10
05-181,201024,7
05-181,201026,6
05-181,201027,6
05-181,201028,7
05-181,201029,6
05-181,201030,6
05-181,201031,6
05-181,201101,7
05-181,201125,13
05-181,201126,9
05-181,201127,11
05-181,201128,14
05-181,201129,16
05-181,201130,12
05-181,201201,13
05-181,201202,14
05-181,201203,14
05-181,201205,29
05-181,201206,18
05-181,201207,23
05-181,201208,28
05-181,201209,32
05-181,201210,33
05-181,201211,38
05-181,201212,39
05-181,201214,34
05-181,201215,34
05-181,201216,41
05-181,201217,39
05-181,201218,37
05-181,201219,38
05-181,201220,33
05-181,201221,31
05-181,201222,34
05-181,201223,29
05-181,201224,28
05-181,201225,28
05-181,201226,27
05-181,201227,24
05-181,201228,27
05-181,201229,26
05-181,201230,28
05-181,201231,28
05-181,210101,29
05-181,210102,28
05-181,210103,24
05-196,200704,8
05-196,200705,7
05-196,200706,7
05-196,200707,8
05-196,200708,6
05-196,200709,7
05-196,200710,8
05-196,200711,7
05-196,200712,8
05-196,200713,8
05-196,200714,7
05-196,200724,7
05-196,200803,6
05-196,200805,7
05-196,200806,7
05-196,200807,6
05-196,200808,7
05-196,200809,7
05-196,200810,7
05-196,200811,7
05-196,200812,6
05-196,200821,8
05-196,200822,9
05-196,200823,12
05-196,200824,12
05-196,200825,12
05-196,200826,12
05-196,200827,14
05-196,200828,17
05-196,200829,18
05-196,200830,17
05-196,200831,12
05-196,200901,12
05-196,200902,12
05-196,200903,12
05-196,200904,13
05-196,200905,11
05-196,200906,11
05-196,200907,11
05-196,200908,10
05-196,200909,9
05-196,200910,8
05-196,200911,10
05-196,200912,10
05-196,200913,7
05-196,200923,10
05-196,200924,8
05-196,200925,6
05-196,201001,6
05-196,201002,10
05-196,201003,8
05-196,201004,9
05-196,201005,10
05-196,201006,11
05-196,201007,10
05-196,201008,11
05-196,201009,11
05-196,201010,11
05-196,201011,10
05-196,201012,11
05-196,201013,11
05-196,201014,7
05-196,201015,7
05-196,201016,6
05-196,201017,6
05-196,201018,6
05-196,201019,7
05-196,201020,6
05-196,201021,8
05-196,201022,8
05-196,201023,8
05-196,201024,7
05-196,201025,10
05-196,201026,10
05-196,201027,10
05-196,201028,9
05-196,201029,7
05-196,201030,6
05-196,201102,8
05-196,201103,6
05-196,201108,7
05-196,201109,7
05-196,201129,8
05-196,201130,9
05-196,201201,11
05-196,201202,15
05-196,201203,19
05-196,201205,50
05-196,201206,24
05-196,201207,24
05-196,201208,28
05-196,201209,26
05-196,201210,27
05-196,201211,33
05-196,201212,32
05-196,201214,28
05-196,201215,30
05-196,201216,31
05-196,201217,30
05-196,201218,28
05-196,201219,29
05-196,201220,26
05-196,201221,26
05-196,201222,23
05-196,201223,22
05-196,201224,18
05-196,201225,17
05-196,201226,16
05-196,201227,15
05-196,201228,11
05-196,201229,13
05-196,201230,13
05-196,201231,15
05-196,210101,15
05-196,210102,15
05-196,210103,17
05-212,200629,6
05-212,200630,6
05-212,200701,7
05-212,200702,7
05-212,200703,8
05-212,200704,7
05-212,200705,7
05-212,200706,8
05-212,200828,6
05-212,200829,6
05-212,200830,6
05-212,200907,8
05-212,200908,7
05-212,200909,7
05-212,200910,7
05-212,200915,6
05-212,200916,6
05-212,200917,7
05-212,201020,14
05-212,201021,12
05-212,201022,10
05-212,201023,9
05-212,201024,9
05-212,201025,9
05-212,201026,8
05-212,201027,10
05-212,201028,11
05-212,201202,6
05-212,201203,7
05-212,201205,17
05-212,201206,9
05-212,201207,9
05-212,201208,11
05-212,201209,14
05-212,201210,14
05-212,201211,15
05-212,201212,16
05-212,201214,19
05-212,201215,19
05-212,201216,19
05-212,201217,16
05-212,201218,17
05-212,201219,15
05-212,201220,12
05-212,201221,13
05-212,201222,13
05-212,201223,15
05-212,201224,18
05-212,201225,18
05-212,201226,19
05-212,201227,18
05-212,201228,16
05-212,201229,17
05-212,201230,17
05-212,201231,11
05-212,210101,13
05-212,210102,12
05-212,210103,12
05-218,200724,6
05-218,200726,6
05-218,200727,7
05-218,200728,8
05-218,200729,7
05-218,200730,9
05-218,200731,8
05-218,200807,6
05-218,200808,6
05-218,200809,6
05-218,200810,9
05-218,200811,8
05-218,200812,10
05-218,200813,13
05-218,200814,8
05-218,200815,8
05-218,200816,6
05-218,200821,8
05-218,200822,8
05-218,200823,7
05-218,200824,7
05-218,200825,7
05-218,200826,9
05-218,200827,10
05-218,200828,13
05-218,200829,10
05-218,200830,11
05-218,200831,11
05-218,200901,12
05-218,200902,13
05-218,200903,10
05-218,200904,9
05-218,200905,10
05-218,200906,8
05-218,200907,6
05-218,200908,7
05-218,200913,6
05-218,200914,7
05-218,200915,9
05-218,200916,9
05-218,200917,7
05-218,200918,8
05-218,200919,9
05-218,200920,9
05-218,200921,7
05-218,200922,6
05-218,200923,11
05-218,200924,14
05-218,200925,15
05-218,200926,13
05-218,200927,13
05-218,200928,13
05-218,200929,13
05-218,200930,17
05-218,201001,20
05-218,201002,20
05-218,201003,19
05-218,201004,15
05-218,201005,15
05-218,201006,13
05-218,201007,13
05-218,201008,17
05-218,201009,17
05-218,201010,15
05-218,201011,16
05-218,201012,15
05-218,201013,14
05-218,201014,14
05-218,201015,12
05-218,201016,12
05-218,201017,17
05-218,201018,14
05-218,201019,12
05-218,201020,12
05-218,201021,12
05-218,201022,12
05-218,201023,11
05-218,201024,8
05-218,201025,8
05-218,201026,7
05-218,201027,7
05-218,201028,13
05-218,201029,13
05-218,201030,15
05-218,201031,17
05-218,201101,16
05-218,201102,15
05-218,201103,14
05-218,201104,8
05-218,201105,7
05-218,201106,7
05-218,201128,7
05-218,201129,8
05-218,201130,7
05-218,201201,9
05-218,201202,13
05-218,201203,15
05-218,201205,35
05-218,201206,16
05-218,201207,17
05-218,201208,35
05-218,201209,43
05-218,201210,39
05-218,201211,48
05-218,201212,52
05-218,201214,49
05-218,201215,51
05-218,201216,46
05-218,201217,49
05-218,201218,49
05-218,201219,49
05-218,201220,41
05-218,201221,38
05-218,201222,40
05-218,201223,38
05-218,201224,42
05-218,201225,30
05-218,201226,29
05-218,201227,28
05-218,201228,25
05-218,201229,29
05-218,201230,30
05-218,201231,33
05-218,210101,33
05-218,210102,32
05-218,210103,28
05-221,200710,8
05-221,200711,8
05-221,200712,8
05-221,200713,8
05-221,200821,8
05-221,200822,8
05-221,200823,8
05-221,200824,7
05-221,200825,7
05-221,200826,7
05-221,200827,7
05-221,200830,7
05-221,200831,6
05-221,200901,6
05-221,200904,6
05-221,200905,6
05-221,200906,7
05-221,200907,6
05-221,200909,6
05-221,200910,6
05-221,200911,8
05-221,200912,9
05-221,200925,7
05-221,200926,6
05-221,200927,7
05-221,200928,6
05-221,200929,6
05-221,201125,7
05-221,201127,7
05-221,201128,7
05-221,201129,7
05-221,201130,8
05-221,201201,10
05-221,201202,11
05-221,201203,12
05-221,201205,18
05-221,201206,8
05-221,201207,8
05-221,201208,10
05-221,201209,12
05-221,201210,12
05-221,201211,16
05-221,201212,18
05-221,201214,16
05-221,201215,16
05-221,201216,18
05-221,201217,20
05-221,201218,19
05-221,201219,18
05-221,201220,19
05-221,201221,18
05-221,201222,18
05-221,201223,20
05-221,201224,19
05-221,201225,22
05-221,201226,19
05-221,201227,17
05-221,201228,16
05-221,201229,13
05-221,201230,12
05-221,201231,12
05-221,210101,11
05-221,210102,10
05-221,210103,10
05-222,200710,6
05-222,200711,6
05-222,200724,6
05-222,200726,6
05-222,200727,6
05-222,200728,6
05-222,200729,6
05-222,200814,7
05-222,200815,6
05-222,200816,6
05-222,200817,10
05-222,200818,10
05-222,200819,14
05-222,200820,16
05-222,200821,19
05-222,200822,18
05-222,200823,18
05-222,200824,16
05-222,200825,14
05-222,200826,10
05-222,200827,10
05-222,200828,9
05-222,200829,9
05-222,200830,9
05-222,200831,9
05-222,200901,9
05-222,200902,9
05-222,200903,12
05-222,200904,15
05-222,200905,11
05-222,200906,15
05-222,200907,12
05-222,200908,11
05-222,200909,10
05-222,200910,11
05-222,200911,18
05-222,200912,17
05-222,200913,14
05-222,200914,15
05-222,200915,16
05-222,200916,13
05-222,200917,8
05-222,200918,10
05-222,200919,7
05-222,201003,7
05-222,201004,9
05-222,201005,9
05-222,201006,7
05-222,201007,6
05-222,201008,6
05-222,201009,8
05-222,201010,9
05-222,201011,10
05-222,201012,9
05-222,201013,10
05-222,201014,8
05-222,201015,7
05-222,201020,7
05-222,201031,6
05-222,201128,7
05-222,201129,8
05-222,201130,8
05-222,201201,11
05-222,201202,12
05-222,201203,12
05-222,201205,34
05-222,201206,20
05-222,201207,17
05-222,201208,21
05-222,201209,26
05-222,201210,29
05-222,201211,28
05-222,201212,28
05-222,201214,26
05-222,201215,27
05-222,201216,26
05-222,201217,29
05-222,201218,27
05-222,201219,28
05-222,201220,28
05-222,201221,24
05-222,201222,25
05-222,201223,26
05-222,201224,22
05-222,201225,23
05-222,201226,23
05-222,201227,22
05-222,201228,21
05-222,201229,25
05-222,201230,32
05-222,201231,33
05-222,210101,32
05-222,210102,32
05-222,210103,26
05-227,200705,6
05-227,200707,7
05-227,200708,8
05-227,200709,9
05-227,200710,12
05-227,200711,11
05-227,200712,10
05-227,200713,8
05-227,200714,8
05-227,200715,9
05-227,200716,7
05-227,200717,8
05-227,200718,7
05-227,200719,8
05-227,200720,6
05-227,200723,6
05-227,200724,9
05-227,200726,10
05-227,200727,10
05-227,200728,9
05-227,200729,8
05-227,200730,7
05-227,200731,8
05-227,200801,7
05-227,200802,7
05-227,200803,9
05-227,200821,7
05-227,200822,6
05-227,200823,7
05-227,200824,7
05-227,200825,7
05-227,200826,9
05-227,200827,6
05-227,200828,7
05-227,200829,8
05-227,200830,9
05-227,200831,9
05-227,200901,10
05-227,200902,10
05-227,200903,10
05-227,200904,10
05-227,200905,6
05-227,200906,6
05-227,200907,6
05-227,200908,6
05-227,200911,11
05-227,200912,13
05-227,200913,12
05-227,200914,10
05-227,200915,10
05-227,200916,10
05-227,200917,9
05-227,200918,8
05-227,200919,7
05-227,200924,9
05-227,200925,9
05-227,200926,8
05-227,200927,8
05-227,200928,8
05-227,200929,9
05-227,200930,16
05-227,201001,15
05-227,201002,14
05-227,201003,12
05-227,201004,12
05-227,201005,12
05-227,201006,12
05-227,201007,11
05-227,201008,11
05-227,201009,8
05-227,201010,8
05-227,201011,8
05-227,201025,7
05-227,201026,7
05-227,201027,7
05-227,201028,7
05-227,201029,6
05-227,201030,6
05-227,201031,8
05-227,201101,7
05-227,201102,11
05-227,201103,10
05-227,201104,9
05-227,201105,8
05-227,201127,7
05-227,201128,10
05-227,201129,11
05-227,201130,13
05-227,201201,17
05-227,201202,21
05-227,201203,22
05-227,201205,49
05-227,201206,24
05-227,201207,23
05-227,201208,29
05-227,201209,32
05-227,201210,31
05-227,201211,34
05-227,201212,32
05-227,201214,32
05-227,201215,34
05-227,201216,35
05-227,201217,28
05-227,201218,28
05-227,201219,32
05-227,201220,29
05-227,201221,30
05-227,201222,35
05-227,201223,37
05-227,201224,40
05-227,201225,46
05-227,201226,40
05-227,201227,35
05-227,201228,30
05-227,201229,32
05-227,201230,34
05-227,201231,35
05-227,210101,36
05-227,210102,31
05-227,210103,25
05-228,200729,7
05-228,200730,8
05-228,200731,10
05-228,200801,8
05-228,200802,8
05-228,200803,11
05-228,200804,7
05-228,200805,6
05-228,200806,6
05-228,200807,7
05-228,200821,6
05-228,201015,6
05-228,201021,6
05-228,201022,7
05-228,201023,8
05-228,201024,7
05-228,201025,7
05-228,201103,7
05-228,201104,7
05-228,201105,7
05-228,201125,8
05-228,201128,7
05-228,201129,8
05-228,201130,8
05-228,201201,8
05-228,201202,12
05-228,201203,14
05-228,201205,28
05-228,201206,15
05-228,201207,16
05-228,201208,19
05-228,201209,19
05-228,201210,24
05-228,201211,23
05-228,201212,24
05-228,201214,24
05-228,201215,25
05-228,201216,21
05-228,201217,22
05-228,201218,24
05-228,201219,26
05-228,201220,24
05-228,201221,24
05-228,201222,24
05-228,201223,24
05-228,201224,24
05-228,201225,27
05-228,201226,26
05-228,201227,21
05-228,201228,19
05-228,201229,24
05-228,201230,25
05-228,201231,25
05-228,210101,26
05-228,210102,24
05-228,210103,21
05-230,200708,9
05-230,200709,10
05-230,200710,12
05-230,200711,12
05-230,200712,11
05-230,200713,9
05-230,200714,10
05-230,200715,9
05-230,200716,10
05-230,200717,8
05-230,200718,9
05-230,200719,8
05-230,200720,11
05-230,200721,11
05-230,200722,12
05-230,200723,11
05-230,200724,17
05-230,200726,11
05-230,200727,17
05-230,200728,19
05-230,200729,18
05-230,200730,13
05-230,200731,12
05-230,200801,11
05-230,200802,8
05-230,200803,12
05-230,200804,6
05-230,200805,7
05-230,200806,7
05-230,200807,8
05-230,200808,12
05-230,200809,10
05-230,200810,12
05-230,200811,13
05-230,200812,14
05-230,200813,12
05-230,200814,11
05-230,200815,13
05-230,200816,11
05-230,200817,10
05-230,200818,10
05-230,200819,6
05-230,200820,10
05-230,200821,9
05-230,200822,9
05-230,200823,10
05-230,200824,10
05-230,200825,13
05-230,200826,13
05-230,200827,16
05-230,200828,15
05-230,200829,14
05-230,200830,15
05-230,200831,14
05-230,200901,13
05-230,200902,16
05-230,200903,15
05-230,200904,16
05-230,200905,15
05-230,200906,14
05-230,200907,11
05-230,200908,11
05-230,200909,12
05-230,200910,9
05-230,200911,9
05-230,200912,11
05-230,200913,8
05-230,200914,9
05-230,200915,8
05-230,200916,9
05-230,200917,9
05-230,200918,9
05-230,200919,10
05-230,200920,10
