Clave,Fecha,Casos positivos
05-230,200921,9
05-230,200922,9
05-230,200923,8
05-230,200924,9
05-230,200925,9
05-230,200926,6
05-230,200927,9
05-230,200928,11
05-230,200929,9
05-230,200930,8
05-230,201001,9
05-230,201002,8
05-230,201003,7
05-230,201004,7
05-230,201005,7
05-230,201007,7
05-230,201008,8
05-230,201009,6
05-230,201011,8
05-230,201012,10
05-230,201013,9
05-230,201014,9
05-230,201015,6
05-230,201016,8
05-230,201017,7
05-230,201018,6
05-230,201019,11
05-230,201020,14
05-230,201021,13
05-230,201022,15
05-230,201023,17
05-230,201024,17
05-230,201025,15
05-230,201026,9
05-230,201027,6
05-230,201029,16
05-230,201030,15
05-230,201031,15
05-230,201101,13
05-230,201102,13
05-230,201103,12
05-230,201104,7
05-230,201105,6
05-230,201130,7
05-230,201201,8
05-230,201202,11
05-230,201203,16
05-230,201205,38
05-230,201206,17
05-230,201207,18
05-230,201208,20
05-230,201209,22
05-230,201210,24
05-230,201211,25
05-230,201212,32
05-230,201214,35
05-230,201215,37
05-230,201216,37
05-230,201217,33
05-230,201218,41
05-230,201219,45
05-230,201220,42
05-230,201221,41
05-230,201222,37
05-230,201223,38
05-230,201224,38
05-230,201225,40
05-230,201226,37
05-230,201227,34
05-230,201228,30
05-230,201229,33
05-230,201230,38
05-230,201231,42
05-230,210101,39
05-230,210102,38
05-230,210103,41
05-234,200719,7
05-234,200720,6
05-234,200724,7
05-234,200726,6
05-234,200727,6
05-234,200728,8
05-234,200729,7
05-234,200730,9
05-234,200731,9
05-234,200801,7
05-234,200909,6
05-234,200912,6
05-234,200926,6
05-234,200927,6
05-234,200928,6
05-234,200929,6
05-234,200930,7
05-234,201001,8
05-234,201005,6
05-234,201008,6
05-234,201009,9
05-234,201010,10
05-234,201011,9
05-234,201012,8
05-234,201013,7
05-234,201020,8
05-234,201021,7
05-234,201023,9
05-234,201024,9
05-234,201025,6
05-234,201026,6
05-234,201027,7
05-234,201028,6
05-234,201029,6
05-234,201030,6
05-234,201031,6
05-234,201101,6
05-234,201102,6
05-234,201128,7
05-234,201129,8
05-234,201130,9
05-234,201201,13
05-234,201202,14
05-234,201203,14
05-234,201205,44
05-234,201206,17
05-234,201207,17
05-234,201208,19
05-234,201209,25
05-234,201210,27
05-234,201211,27
05-234,201212,28
05-234,201214,29
05-234,201215,32
05-234,201216,28
05-234,201217,28
05-234,201218,31
05-234,201219,30
05-234,201220,25
05-234,201221,22
05-234,201222,24
05-234,201223,25
05-234,201224,27
05-234,201225,27
05-234,201226,23
05-234,201227,19
05-234,201228,19
05-234,201229,23
05-234,201230,23
05-234,201231,20
05-234,210101,18
05-234,210102,18
05-234,210103,17
05-235,200705,6
05-235,200716,8
05-235,200717,7
05-235,200718,6
05-235,200719,6
05-235,200720,6
05-235,200721,6
05-235,200822,8
05-235,200823,9
05-235,200824,9
05-235,200825,9
05-235,200826,6
05-235,200827,6
05-235,200930,7
05-235,201001,8
05-235,201002,9
05-235,201003,9
05-235,201004,10
05-235,201005,10
05-235,201006,7
05-235,201007,6
05-235,201008,6
05-235,201009,6
05-235,201013,6
05-235,201019,7
05-235,201020,6
05-235,201021,6
05-235,201022,6
05-235,201023,7
05-235,201024,8
05-235,201025,8
05-235,201026,6
05-235,201027,6
05-235,201028,6
05-235,201125,6
05-235,201127,6
05-235,201128,7
05-235,201129,12
05-235,201130,11
05-235,201201,11
05-235,201202,9
05-235,201203,11
05-235,201205,23
05-235,201206,11
05-235,201207,10
05-235,201208,15
05-235,201209,17
05-235,201210,23
05-235,201211,26
05-235,201212,27
05-235,201214,28
05-235,201215,28
05-235,201216,29
05-235,201217,31
05-235,201218,30
05-235,201219,32
05-235,201220,28
05-235,201221,28
05-235,201222,30
05-235,201223,29
05-235,201224,24
05-235,201225,17
05-235,201226,15
05-235,201227,13
05-235,201228,12
05-235,201229,13
05-235,201230,15
05-235,201231,12
05-235,210101,11
05-235,210102,12
05-235,210103,10
05-236,200710,7
05-236,200711,8
05-236,200712,8
05-236,200713,8
05-236,200714,8
05-236,200715,7
05-236,200716,7
05-236,200717,6
05-236,200718,8
05-236,200719,6
05-236,200720,7
05-236,200721,6
05-236,200821,6
05-236,200822,6
05-236,200823,6
05-236,200824,6
05-236,200825,6
05-236,200910,8
05-236,200911,7
05-236,200912,9
05-236,200913,9
05-236,200914,8
05-236,200915,9
05-236,200916,8
05-236,200917,6
05-236,200924,6
05-236,200930,6
05-236,201028,6
05-236,201125,7
05-236,201203,6
05-236,201205,12
05-236,201206,7
05-236,201207,7
05-236,201208,9
05-236,201209,10
05-236,201210,16
05-236,201211,22
05-236,201212,21
05-236,201214,22
05-236,201215,24
05-236,201216,23
05-236,201217,24
05-236,201218,22
05-236,201219,23
05-236,201220,25
05-236,201221,23
05-236,201222,23
05-236,201223,19
05-236,201224,19
05-236,201225,14
05-236,201226,12
05-236,201227,12
05-236,201228,12
05-236,201229,14
05-236,201230,14
05-236,201231,12
05-236,210101,12
05-236,210102,9
05-236,210103,8
05-239,200703,8
05-239,200704,8
05-239,200705,6
05-239,200706,6
05-239,200708,6
05-239,200709,6
05-239,200710,6
05-239,200711,8
05-239,200712,7
05-239,200713,6
05-239,200717,6
05-239,200718,6
05-239,200719,6
05-239,200720,8
05-239,200721,6
05-239,200722,8
05-239,200723,9
05-239,200724,10
05-239,200726,9
05-239,200727,10
05-239,200728,9
05-239,200729,10
05-239,200730,8
05-239,200731,9
05-239,200801,7
05-239,200802,6
05-239,200803,6
05-239,200804,6
05-239,200808,6
05-239,200809,6
05-239,200810,8
05-239,200811,7
05-239,200812,7
05-239,200813,6
05-239,200814,6
05-239,200815,7
05-239,200816,7
05-239,200817,12
05-239,200818,10
05-239,200819,11
05-239,200820,11
05-239,200821,11
05-239,200822,12
05-239,200823,13
05-239,200824,13
05-239,200825,12
05-239,200826,10
05-239,200827,12
05-239,200828,12
05-239,200829,16
05-239,200830,20
05-239,200831,19
05-239,200901,15
05-239,200902,14
05-239,200903,14
05-239,200904,18
05-239,200905,16
05-239,200906,18
05-239,200907,19
05-239,200908,17
05-239,200909,14
05-239,200910,15
05-239,200911,14
05-239,200912,17
05-239,200913,15
05-239,200914,8
05-239,200915,9
05-239,200916,10
05-239,200917,7
05-239,200918,8
05-239,200919,7
05-239,200928,6
05-239,200929,6
05-239,200930,8
05-239,201001,14
05-239,201002,15
05-239,201003,14
05-239,201004,19
05-239,201005,17
05-239,201006,16
05-239,201007,18
05-239,201008,19
05-239,201009,20
05-239,201010,19
05-239,201011,16
05-239,201012,15
05-239,201013,12
05-239,201014,6
05-239,201015,6
05-239,201016,7
05-239,201017,7
05-239,201018,8
05-239,201019,10
05-239,201020,12
05-239,201021,11
05-239,201022,8
05-239,201023,14
05-239,201024,13
05-239,201025,12
05-239,201026,14
05-239,201027,14
05-239,201028,14
05-239,201029,13
05-239,201030,12
05-239,201031,13
05-239,201101,14
05-239,201102,15
05-239,201103,15
05-239,201104,10
05-239,201105,10
05-239,201106,7
05-239,201112,6
05-239,201201,11
05-239,201202,15
05-239,201203,22
05-239,201205,70
05-239,201206,33
05-239,201207,32
05-239,201208,33
05-239,201209,39
05-239,201210,48
05-239,201211,53
05-239,201212,50
05-239,201214,48
05-239,201215,45
05-239,201216,42
05-239,201217,41
05-239,201218,44
05-239,201219,47
05-239,201220,47
05-239,201221,45
05-239,201222,45
05-239,201223,43
05-239,201224,38
05-239,201225,40
05-239,201226,38
05-239,201227,38
05-239,201228,33
05-239,201229,33
05-239,201230,30
05-239,201231,29
05-239,210101,25
05-239,210102,22
05-239,210103,21
05-243,200726,6
05-243,200727,7
05-243,200728,7
05-243,200802,6
05-243,200829,6
05-243,200902,6
05-243,200904,6
05-243,200905,6
05-243,200909,6
05-243,200911,7
05-243,200912,7
05-243,200913,7
05-243,200914,6
05-243,200915,9
05-243,200916,10
05-243,200917,8
05-243,200918,10
05-243,200919,9
05-243,200920,7
05-243,201003,7
05-243,201004,8
05-243,201015,6
05-243,201029,11
05-243,201030,15
05-243,201031,14
05-243,201101,14
05-243,201102,13
05-243,201103,11
05-243,201104,9
05-243,201105,7
05-243,201126,7
05-243,201127,8
05-243,201128,8
05-243,201129,8
05-243,201130,8
05-243,201201,9
05-243,201202,10
05-243,201203,12
05-243,201205,46
05-243,201206,27
05-243,201207,27
05-243,201208,31
05-243,201209,31
05-243,201210,33
05-243,201211,37
05-243,201212,41
05-243,201214,36
05-243,201215,38
05-243,201216,35
05-243,201217,34
05-243,201218,32
05-243,201219,25
05-243,201220,21
05-243,201221,23
05-243,201222,26
05-243,201223,27
05-243,201224,29
05-243,201225,32
05-243,201226,28
05-243,201227,27
05-243,201228,24
05-243,201229,25
05-243,201230,25
05-243,201231,31
05-243,210101,30
05-243,210102,30
05-243,210103,28
05-245,200724,6
05-245,200727,6
05-245,200821,6
05-245,200827,7
05-245,200828,8
05-245,200829,8
05-245,200830,6
05-245,200831,7
05-245,200901,7
05-245,200902,7
05-245,200903,6
05-245,200904,6
05-245,201020,6
05-245,201021,6
05-245,201022,7
05-245,201023,6
05-245,201024,6
05-245,201025,7
05-245,201026,6
05-245,201030,6
05-245,201031,7
05-245,201101,7
05-245,201102,7
05-245,201125,11
05-245,201126,7
05-245,201127,6
05-245,201128,7
05-245,201129,7
05-245,201201,8
05-245,201202,9
05-245,201203,8
05-245,201205,17
05-245,201206,9
05-245,201207,9
05-245,201208,13
05-245,201209,13
05-245,201210,13
05-245,201211,13
05-245,201212,13
05-245,201214,17
05-245,201215,18
05-245,201216,20
05-245,201217,18
05-245,201218,14
05-245,201219,12
05-245,201220,13
05-245,201221,14
05-245,201222,16
05-245,201223,14
05-245,201224,11
05-245,201225,14
05-245,201226,15
05-245,201227,16
05-245,201228,14
05-245,201229,13
05-245,201230,11
05-245,201231,9
05-245,210101,8
05-245,210102,8
05-245,210103,7
05-250,200704,6
05-250,200705,7
05-250,200710,7
05-250,200711,8
05-250,200712,7
05-250,200713,7
05-250,200813,6
05-250,200820,6
05-250,200830,7
05-250,200831,8
05-250,200901,10
05-250,200902,8
05-250,200903,9
05-250,200904,9
05-250,200905,8
05-250,200906,6
05-250,200909,8
05-250,200910,9
05-250,200911,8
05-250,200912,6
05-250,200913,6
05-250,200914,6
05-250,200915,7
05-250,200916,9
05-250,200927,6
05-250,200928,6
05-250,200929,8
05-250,200930,8
05-250,201001,7
05-250,201002,7
05-250,201003,9
05-250,201004,9
05-250,201005,9
05-250,201006,10
05-250,201007,7
05-250,201008,6
05-250,201010,7
05-250,201011,6
05-250,201012,6
05-250,201013,6
05-250,201015,6
05-250,201016,8
05-250,201017,7
05-250,201018,9
05-250,201019,9
05-250,201020,9
05-250,201021,8
05-250,201022,6
05-250,201023,6
05-250,201024,6
05-250,201025,7
05-250,201026,7
05-250,201027,6
05-250,201103,6
05-250,201104,6
05-250,201107,7
05-250,201108,6
05-250,201110,6
05-250,201111,8
05-250,201112,6
05-250,201113,6
05-250,201125,10
05-250,201126,8
05-250,201127,8
05-250,201128,8
05-250,201129,9
05-250,201130,7
05-250,201201,9
05-250,201202,14
05-250,201203,13
05-250,201205,31
05-250,201206,10
05-250,201207,9
05-250,201208,8
05-250,201209,9
05-250,201210,8
05-250,201211,8
05-250,201212,8
05-250,201214,8
05-250,201215,9
05-250,201216,12
05-250,201217,10
05-250,201218,16
05-250,201219,17
05-250,201220,17
05-250,201221,19
05-250,201222,23
05-250,201223,24
05-250,201224,26
05-250,201225,23
05-250,201226,23
05-250,201227,23
05-250,201228,24
05-250,201229,23
05-250,201230,26
05-250,201231,25
05-250,210101,25
05-250,210102,22
05-250,210103,21
09-003,200701,8
09-003,200702,11
09-003,200703,10
09-003,200704,10
09-003,200705,12
09-003,200706,11
09-003,200707,12
09-003,200708,11
09-003,200709,7
09-003,200710,7
09-003,200711,10
09-003,200712,9
09-003,200713,6
09-003,200818,6
09-003,200819,6
09-003,200820,6
09-003,200902,7
09-003,200903,7
09-003,200904,6
09-003,200907,6
09-003,200908,6
09-003,201127,6
09-003,201128,7
09-003,201129,7
09-003,201130,7
09-003,201201,8
09-003,201202,10
09-003,201203,12
09-003,201205,28
09-003,201206,17
09-003,201207,17
09-003,201208,23
09-003,201209,25
09-003,201210,25
09-003,201211,23
09-003,201212,25
09-003,201214,23
09-003,201215,31
09-003,201216,27
09-003,201217,24
09-003,201218,26
09-003,201219,27
09-003,201220,22
09-003,201221,22
09-003,201222,23
09-003,201223,19
09-003,201224,19
09-003,201225,19
09-003,201226,19
09-003,201227,14
09-003,201228,12
09-003,201229,17
09-003,201230,16
09-003,201231,21
09-003,210101,21
09-003,210102,20
09-003,210103,23
09-007,200630,6
09-007,200720,6
09-007,200822,6
09-007,200825,6
09-007,201205,10
09-007,201208,7
09-007,201209,9
09-007,201210,10
09-007,201211,12
09-007,201212,13
09-007,201214,13
09-007,201215,13
09-007,201216,14
09-007,201217,13
09-007,201218,14
09-007,201219,20
09-007,201220,17
09-007,201221,14
09-007,201222,14
09-007,201223,14
09-007,201224,12
09-007,201225,11
09-007,201226,8
09-007,201227,9
09-007,201228,8
09-007,201229,7
09-007,201230,6
09-007,201231,6
12-003,200629,13
12-003,200630,14
12-003,200701,13
12-003,200702,10
12-003,200703,15
12-003,200704,17
12-003,200705,17
12-003,200706,16
12-003,200707,15
12-003,200708,12
12-003,200709,12
12-003,200710,12
12-003,200711,11
12-003,200712,9
12-003,200713,11
12-003,200714,17
12-003,200715,17
12-003,200716,16
12-003,200717,13
12-003,200718,17
12-003,200719,18
12-003,200720,15
12-003,200721,16
12-003,200722,15
12-003,200723,14
12-003,200724,19
12-003,200726,17
12-003,200727,15
12-003,200728,16
12-003,200729,11
12-003,200730,15
12-003,200731,17
12-003,200801,16
12-003,200802,13
12-003,200803,11
12-003,200804,7
12-003,200805,6
12-003,200806,6
12-003,200807,7
12-003,200808,6
12-003,200815,6
12-003,200816,7
12-003,200817,6
12-003,200818,6
12-003,200819,12
12-003,200820,16
12-003,200821,17
12-003,200822,17
12-003,200823,16
12-003,200824,15
12-003,200825,15
12-003,200826,12
12-003,200827,14
12-003,200828,16
12-003,200829,22
12-003,200830,21
12-003,200831,18
12-003,200901,24
12-003,200902,22
12-003,200903,22
12-003,200904,23
12-003,200905,21
12-003,200906,20
12-003,200907,18
12-003,200908,22
12-003,200909,19
12-003,200910,20
12-003,200911,21
12-003,200912,17
12-003,200913,15
12-003,200914,15
12-003,200915,15
12-003,200916,16
12-003,200917,16
12-003,200918,14
12-003,200919,14
12-003,200920,14
12-003,200921,12
12-003,200922,10
12-003,200923,11
12-003,200924,11
12-003,200925,11
12-003,200926,8
12-003,200927,10
12-003,200928,12
12-003,200929,12
12-003,200930,11
12-003,201001,9
12-003,201002,11
12-003,201003,11
12-003,201004,12
12-003,201005,17
12-003,201006,22
12-003,201007,22
12-003,201008,22
12-003,201009,20
12-003,201010,22
12-003,201011,18
12-003,201012,15
12-003,201013,15
12-003,201014,19
12-003,201015,18
12-003,201016,19
12-003,201017,28
12-003,201018,28
12-003,201019,26
12-003,201020,29
12-003,201021,26
12-003,201022,22
12-003,201023,19
12-003,201024,18
12-003,201025,16
12-003,201026,16
12-003,201027,17
12-003,201028,16
12-003,201029,14
12-003,201030,14
12-003,201031,14
12-003,201101,15
12-003,201102,13
12-003,201103,12
12-003,201104,10
12-003,201105,11
12-003,201106,10
12-003,201107,13
12-003,201108,12
12-003,201109,13
12-003,201110,14
12-003,201111,12
12-003,201112,12
12-003,201113,10
12-003,201114,15
12-003,201115,14
12-003,201116,12
12-003,201117,10
12-003,201118,10
12-003,201119,10
12-003,201121,8
12-003,201122,10
12-003,201123,10
12-003,201125,27
12-003,201126,20
12-003,201127,21
12-003,201128,16
12-003,201129,16
12-003,201130,16
12-003,201201,20
12-003,201202,20
12-003,201203,30
12-003,201205,61
12-003,201206,32
12-003,201207,28
12-003,201208,39
12-003,201209,34
12-003,201210,47
12-003,201211,44
12-003,201212,52
12-003,201214,56
12-003,201215,62
12-003,201216,72
12-003,201217,71
12-003,201218,82
12-003,201219,92
12-003,201220,88
12-003,201221,83
12-003,201222,85
12-003,201223,79
12-003,201224,83
12-003,201225,77
12-003,201226,69
12-003,201227,63
12-003,201228,54
12-003,201229,52
12-003,201230,48
12-003,201231,49
12-003,210101,46
12-003,210102,44
12-003,210103,36
12-008,200629,23
12-008,200630,27
12-008,200701,26
12-008,200702,26
12-008,200703,25
12-008,200704,24
12-008,200713,8
12-008,200714,8
12-008,200715,7
12-008,200716,6
12-008,200717,6
12-008,200718,8
12-008,200719,8
12-008,200720,7
12-008,200721,7
12-008,200722,7
12-008,200723,7
12-008,200724,7
12-008,201003,7
12-008,201004,7
12-008,201005,6
12-008,201010,6
12-008,201114,6
12-008,201125,8
12-008,201205,9
12-008,201211,6
12-008,201212,6
12-008,201214,6
12-008,201215,6
12-008,201217,7
12-008,201218,8
12-008,201219,7
12-008,201220,6
12-016,200723,7
12-016,200724,7
12-016,200726,9
12-016,200727,11
12-016,200728,8
12-016,200729,8
12-016,200730,9
12-016,200731,13
12-016,200801,8
12-016,200802,8
12-016,200803,7
12-016,200804,7
12-016,200829,7
12-016,200830,7
12-016,200831,7
12-016,200901,9
12-016,200902,9
12-016,200903,9
12-016,200904,11
12-016,200905,12
12-016,200906,10
12-016,200907,8
12-016,200908,8
12-016,200909,8
12-016,200910,7
12-016,200911,10
12-016,200912,8
12-016,200913,7
12-016,200914,7
12-016,200915,9
12-016,200916,9
12-016,200917,8
12-016,200918,9
12-016,200919,9
12-016,200920,6
12-016,200921,6
12-016,201003,6
12-016,201009,6
12-016,201010,9
12-016,201011,8
12-016,201012,7
12-016,201013,7
12-016,201014,6
12-016,201015,6
12-016,201127,8
12-016,201128,9
12-016,201129,10
12-016,201130,9
12-016,201201,8
12-016,201202,6
12-016,201203,7
12-016,201205,16
12-016,201206,7
12-016,201207,6
12-016,201208,13
12-016,201209,17
12-016,201210,21
12-016,201211,23
12-016,201212,25
12-016,201214,29
12-016,201215,33
12-016,201216,28
12-016,201217,28
12-016,201218,30
12-016,201219,30
12-016,201220,30
